symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
CVX,2010-07-19 00:00:00+00:00,72.0,72.3,71.49,71.84,8350600,47.8474658962,48.0468303374,47.5085463461,47.7411381942,8350600,0.0,1.0
CVX,2010-07-20 00:00:00+00:00,73.1,73.21,70.96,71.0,8922500,48.5784688474,48.6515691425,47.1563358333,47.1829177588,8922500,0.0,1.0
CVX,2010-07-21 00:00:00+00:00,72.17,73.55,71.57,73.33,9045400,47.9604390796,48.8775155093,47.5617101971,48.731314919,9045400,0.0,1.0
CVX,2010-07-22 00:00:00+00:00,73.44,74.0,72.58,72.8,9552500,48.8044152141,49.1765621711,48.2329038159,48.3791044062,9552500,0.0,1.0
CVX,2010-07-23 00:00:00+00:00,73.52,73.55,72.67,73.28,8426300,48.8575790651,48.8775155093,48.2927131483,48.6980875121,8426300,0.0,1.0
CVX,2010-07-26 00:00:00+00:00,74.62,74.62,73.41,73.82,6467000,49.5885820163,49.5885820163,48.78447877,49.0569435064,6467000,0.0,1.0
CVX,2010-07-27 00:00:00+00:00,75.3,75.43,74.5,74.86,8163500,50.0404747498,50.1268660077,49.5088362398,49.7480735693,8163500,0.0,1.0
CVX,2010-07-28 00:00:00+00:00,75.56,75.66,75.01,75.13,7392400,50.2132572655,50.2797120793,49.8477557899,49.9275015664,7392400,0.0,1.0
CVX,2010-07-29 00:00:00+00:00,76.02,76.37,75.28,75.89,13346400,50.5189494087,50.7515412569,50.027183787,50.4325581509,13346400,0.0,1.0
CVX,2010-07-30 00:00:00+00:00,76.21,76.37,74.89,75.15,16955000,50.6452135549,50.7515412569,49.7680100134,49.9407925292,16955000,0.0,1.0
CVX,2010-08-02 00:00:00+00:00,77.8,78.33,77.32,77.62,11863000,51.7018450934,52.0540556062,51.3828619874,51.5822264287,11863000,0.0,1.0
CVX,2010-08-03 00:00:00+00:00,78.66,79.12,77.81,77.92,11788000,52.2733564916,52.5790486348,51.7084905748,51.7815908699,11788000,0.0,1.0
CVX,2010-08-04 00:00:00+00:00,79.02,79.1,78.23,78.78,8067500,52.5125938211,52.5657576721,51.9876007925,52.3531022681,8067500,0.0,1.0
CVX,2010-08-05 00:00:00+00:00,79.07,79.19,78.24,78.51,9304600,52.545821228,52.6255670045,51.9942462739,52.173674271,9304600,0.0,1.0
CVX,2010-08-06 00:00:00+00:00,78.73,79.02,77.81,78.23,8986800,52.3198748612,52.5125938211,51.7084905748,51.9876007925,8986800,0.0,1.0
CVX,2010-08-09 00:00:00+00:00,79.29,79.43,78.87,79.3,7015200,52.6920218182,52.7850585574,52.4129116005,52.6986672996,7015200,0.0,1.0
CVX,2010-08-10 00:00:00+00:00,79.04,79.48,78.155,78.54,8406900,52.5258847838,52.8182859643,51.9377596822,52.1936107151,8406900,0.0,1.0
CVX,2010-08-11 00:00:00+00:00,77.13,77.98,77.02,77.97,10589700,51.2565978413,51.8214637581,51.1834975462,51.8148182768,10589700,0.0,1.0
CVX,2010-08-12 00:00:00+00:00,77.07,77.78,76.2,76.41,8993100,51.2167249531,51.6885541307,50.6385680735,50.7781231824,8993100,0.0,1.0
CVX,2010-08-13 00:00:00+00:00,77.4,77.77,76.91,77.04,7087800,51.4360258384,51.6819086493,51.1103972511,51.1967885089,7087800,0.0,1.0
CVX,2010-08-16 00:00:00+00:00,77.71,77.83,76.37,77.11,7284800,51.642035761,51.7217815375,50.7515412569,51.2433068786,7284800,0.0,1.0
CVX,2010-08-17 00:00:00+00:00,77.77,78.08,77.08,77.57,7360500,52.1603833082,52.3683004849,51.6975999151,52.0262431943,7360500,0.72,1.0
CVX,2010-08-18 00:00:00+00:00,77.04,77.73,76.54,77.61,8308800,51.6707718923,52.1335552855,51.3354216075,52.0530712171,8308800,0.0,1.0
CVX,2010-08-19 00:00:00+00:00,75.84,76.82,75.5,76.72,8870600,50.8659312087,51.523217767,50.6378930149,51.45614771,8870600,0.0,1.0
CVX,2010-08-20 00:00:00+00:00,75.05,75.56,74.55,75.46,9303600,50.3360777586,50.6781350491,50.0007274737,50.6110649922,9303600,0.0,1.0
CVX,2010-08-23 00:00:00+00:00,75.05,75.99,75.05,75.34,9991400,50.3360777586,50.9665362941,50.3360777586,50.5305809238,9991400,0.0,1.0
CVX,2010-08-24 00:00:00+00:00,73.78,74.9,73.62,74.27,11261600,49.484288035,50.2354726731,49.3769759438,49.8129313142,11261600,0.0,1.0
CVX,2010-08-25 00:00:00+00:00,74.07,74.3,72.57,73.32,9711900,49.6787912002,49.8330523313,48.6727403456,49.1757657729,9711900,0.0,1.0
CVX,2010-08-26 00:00:00+00:00,73.33,74.38,73.1,74.37,8176900,49.1824727786,49.8867083768,49.0282116476,49.8800013711,8176900,0.0,1.0
CVX,2010-08-27 00:00:00+00:00,74.93,75.04,72.93,73.89,8789500,50.2555936902,50.3293707529,48.9141925507,49.5580650977,8789500,0.0,1.0
CVX,2010-08-30 00:00:00+00:00,73.78,74.8,73.78,74.63,7558900,49.484288035,50.1684026161,49.484288035,50.0543835193,7558900,0.0,1.0
CVX,2010-08-31 00:00:00+00:00,74.08,74.53,73.23,73.51,9227500,49.6854982059,49.9873134623,49.1154027216,49.3031988812,9227500,0.0,1.0
CVX,2010-09-01 00:00:00+00:00,76.77,76.91,75.24,75.36,10549900,51.4896827385,51.5835808183,50.4635108668,50.5439949352,10549900,0.0,1.0
CVX,2010-09-02 00:00:00+00:00,77.45,77.48,76.47,76.75,5995000,51.9457591259,51.965880143,51.2884725676,51.4762687271,5995000,0.0,1.0
CVX,2010-09-03 00:00:00+00:00,78.0,78.0,77.39,77.39,7189100,52.3146444393,52.3146444393,51.9055170917,51.9055170917,7189100,0.0,1.0
